date,open,high,low,close,volume,adjclose,dividends
2013-04-29,103.91000366210938,104.19999694824219,102.88999938964844,103.83000183105469,2903700,77.11116790771484,0.0
2013-04-30,103.9800033569336,104.73999786376953,102.97000122070312,104.70999908447266,3768800,77.76467895507812,0.0
2013-05-01,104.77999877929688,105.12000274658203,104.41999816894531,104.55000305175781,3258900,77.6458969116211,0.0
2013-05-02,105.04000091552734,106.37999725341797,104.91000366210938,106.04000091552734,3119500,78.75244903564453,0.0
2013-05-03,106.95999908447266,108.5999984741211,106.8499984741211,107.83000183105469,3013100,80.08179473876953,0.0
2013-05-06,107.62999725341797,107.98999786376953,107.44999694824219,107.83999633789062,2174400,80.08924102783203,0.0
2013-05-07,107.61000061035156,108.37000274658203,107.55000305175781,108.01000213623047,2235200,80.21551513671875,0.0
2013-05-08,108.02999877929688,108.29000091552734,107.7699966430664,108.19999694824219,2654400,80.35662078857422,0.0
2013-05-09,108.11000061035156,110.51000213623047,108.11000061035156,109.91999816894531,4487000,81.63397216796875,0.0
2013-05-10,110.08000183105469,110.63999938964844,109.75,110.4800033569336,2993300,82.0499038696289,0.0
2013-05-13,109.98999786376953,110.72000122070312,109.70999908447266,110.5,2044400,82.0647201538086,0.0
2013-05-14,110.31999969482422,110.79000091552734,110.2699966430664,110.58999633789062,2481000,82.13156127929688,0.0
2013-05-15,110.4000015258789,111.70999908447266,110.29000091552734,111.5,2912600,82.8073959350586,0.0
2013-05-16,111.20999908447266,111.69999694824219,110.94999694824219,111.06999969482422,2685900,82.48806762695312,0.0
2013-05-17,111.16000366210938,111.77999877929688,110.94000244140625,111.38999938964844,4060400,82.7257080078125,0.0
2013-05-20,111.12999725341797,112.05999755859375,110.95999908447266,111.72000122070312,2457300,82.97077178955078,0.0
2013-05-21,112.11000061035156,112.33999633789062,111.5199966430664,112.01000213623047,2473300,83.18617248535156,0.0
2013-05-22,111.58999633789062,112.29000091552734,110.56999969482422,110.79000091552734,3833200,82.74921417236328,0.635
2013-05-23,110.05999755859375,110.69999694824219,109.58000183105469,110.41000366210938,2568400,82.46538543701172,0.0
2013-05-24,109.86000061035156,110.48999786376953,109.48999786376953,110.2699966430664,2228400,82.36083984375,0.0
2013-05-28,111.1500015258789,112.37999725341797,111.04000091552734,111.58999633789062,2722000,83.34674835205078,0.0
2013-05-29,111.04000091552734,111.36000061035156,110.4800033569336,111.12999725341797,2113600,83.00318908691406,0.0
2013-05-30,111.33999633789062,112.0,111.01000213623047,111.41999816894531,2599200,83.21977996826172,0.0
2013-05-31,110.79000091552734,112.20999908447266,110.2699966430664,110.2699966430664,3207700,82.36083984375,0.0
2013-06-03,110.69999694824219,110.94999694824219,109.69000244140625,110.61000061035156,2647100,82.61479187011719,0.0
2013-06-04,110.6500015258789,111.19999694824219,109.52999877929688,110.0199966430664,2508500,82.17412567138672,0.0
2013-06-05,109.80000305175781,109.88999938964844,108.38999938964844,108.58999633789062,2690400,81.10607147216797,0.0
2013-06-06,108.45999908447266,108.77999877929688,107.63999938964844,108.66999816894531,2680800,81.16580200195312,0.0
2013-06-07,109.37999725341797,111.12000274658203,108.97000122070312,111.11000061035156,3374900,82.98823547363281,0.0
2013-06-10,111.41000366210938,111.44999694824219,110.54000091552734,110.80999755859375,2224100,82.76417541503906,0.0
2013-06-11,109.9000015258789,111.08000183105469,109.51000213623047,110.22000122070312,1752100,82.32347869873047,0.0
2013-06-12,110.98999786376953,111.05999755859375,108.94999694824219,109.02999877929688,2400700,81.4346694946289,0.0
2013-06-13,108.94999694824219,111.44000244140625,108.58000183105469,111.19999694824219,2604200,83.05545806884766,0.0
2013-06-14,111.30000305175781,112.06999969482422,110.75,111.02999877929688,2016800,82.928466796875,0.0
2013-06-17,111.8499984741211,112.87000274658203,111.63999938964844,111.91000366210938,2617800,83.58575439453125,0.0
2013-06-18,112.06999969482422,113.2300033569336,111.9000015258789,112.97000122070312,1695300,84.37747192382812,0.0
2013-06-19,112.95999908447266,113.25,111.52999877929688,111.56999969482422,1971700,83.33180236816406,0.0
2013-06-20,110.70999908447266,110.76000213623047,108.5199966430664,108.77999877929688,2975600,81.24796295166016,0.0
2013-06-21,109.5,110.05999755859375,108.73999786376953,109.58999633789062,4674400,81.85293579101562,0.0
2013-06-24,108.77999877929688,108.77999877929688,107.1500015258789,107.5,3602500,80.29191589355469,0.0
2013-06-25,108.19999694824219,108.75,107.54000091552734,108.23999786376953,2676700,80.84461212158203,0.0
2013-06-26,109.06999969482422,109.9800033569336,108.7300033569336,109.68000030517578,2524400,81.92015838623047,0.0
2013-06-27,110.54000091552734,110.9000015258789,109.97000122070312,110.23999786376953,2229600,82.33843231201172,0.0
